Language,original,english,czech,german,russian,polish,hungarian,italian,spanish,french,chinese,japanese,portuguese,chinesesimp,
STR_kr_weapons_ammo_127x55_PS12,12.7x55mm PS12,12.7x55mm PS12,"12,7 x 55 mm PS12","12,7 x 55 mm PS12",12.7x55мм ПС12,"12,7x55mm PS12","12,7x55 mm PS12","12,7x55mm PS12","12,7 x 55 mm PS12","12,7 x 55 mm PS12",12.7x55毫米 PS12,12.7x55mm PS12,"12,7x55 mm PS12",12.7x55毫米 PS12,
STR_kr_weapons_ammo_127x55_PS12_dsc,12.7x55 mm PS12 cartridge with a 33 gram heavy subsonic lead bullet.,12.7x55 mm PS12 cartridge with a 33 gram heavy subsonic lead bullet.,"Náboj PS12 12,7 x 55 mm s 33 gramy těžkou podzvukovou olověnou střelou.","12,7 x 55 mm PS12-Patrone mit einem 33 Gramm schweren Unterschall-Bleigeschoss.","Специальный патрон 12.7х55мм ПС12 с дозвуковой утяжеленной пулей массой 33 грамма со свинцовым сердечником и биметаллической оболочкой, в латунной гильзе. Патрон был разработан в начале 2010-х годов для использования в автомате АШ-12, и, несмотря на примитивную конструкцию, его пуля обладает высокой пробивной способностью против брони базового уровня защиты и оказывает серьезное травмирующее воздействие на цель после удара. Однако, из-за своей конструкции, она имеет высокую вероятность отскока от различных поверхностей.","Nabój 12,7x55 mm PS12 z ciężkim, poddźwiękowym pociskiem ołowianym o masie 33 gramów.","12,7x55 mm-es PS12 patron 33 grammos nehéz szubszonikus ólomgolyóval.","Cartuccia PS12 calibro 12,7x55 mm con proiettile subsonico in piombo pesante da 33 grammi.","Cartucho PS12 de 12,7x55 mm con una bala de plomo subsónica pesada de 33 gramos.","Cartouche PS12 12,7x55 mm avec une balle en plomb subsonique lourde de 33 grammes.",12.7x55 毫米 PS12 弹药筒，带有 33 克重的亚音速铅弹。,33グラムの重い亜音速鉛弾を装備した12.7x55 mm PS12カートリッジ。,"Cartucho PS12 de 12,7x55 mm com uma bala de chumbo subsônica de 33 gramas.",12.7x55 毫米 PS12 弹药筒，带有 33 克重的亚音速铅弹。,
STR_kr_weapons_ammo_127x55_PS12A,12.7x55mm PS12A,12.7x55mm PS12A,"12,7 x 55 mm PS12A","12,7 x 55 mm PS12A",12.7x55мм ПС12А,"12,7 x 55 mm PS12A","12,7x55 mm PS12A","12,7x55mm PS12A","12,7 x 55 mm PS12A","12,7 x 55 mm PS12A",12.7x55毫米 PS12A,12.7x55mm PS12A,"12,7x55 mm PS12A",12.7x55毫米 PS12A,
STR_kr_weapons_ammo_127x55_PS12A_dsc,"A 12.7x55mm PS12A special cartridge with a 7 gram subsonic light bullet with an aluminum core and two-layer semi-jacket, a lead interior, and a bimetallic exterior, in a brass case. The bullet in this cartridge was designed to crumble and rapidly lose speed when hitting a solid object in order to reduce the probability of ricochets during urban operations at the cost of penetration capabilities, consequently, this endows it with an outstanding stopping power effect thanks to its caliber and capability to inflict critical adverse effects on the target after impact.","A 12.7x55mm PS12A special cartridge with a 7 gram subsonic light bullet with an aluminum core and two-layer semi-jacket, a lead interior, and a bimetallic exterior, in a brass case. The bullet in this cartridge was designed to crumble and rapidly lose speed when hitting a solid object in order to reduce the probability of ricochets during urban operations at the cost of penetration capabilities, consequently, this endows it with an outstanding stopping power effect thanks to its caliber and capability to inflict critical adverse effects on the target after impact.","Speciální náboj 12,7x55mm PS12A se 7gramovou podzvukovou lehkou střelou s hliníkovým jádrem a dvouvrstvým poloplášťem, olověným vnitřkem a bimetalovým vnějškem, v mosazném pouzdře. Střela v tomto náboji byla navržena tak, aby se rozpadla a rychle ztrácela rychlost při dopadu na pevný předmět, aby se snížila pravděpodobnost odražení během městských operací za cenu průbojnosti, v důsledku toho má vynikající brzdný účinek díky své ráži a schopnosti způsobit kritické nepříznivé účinky na cíl po nárazu.","Eine Spezialpatrone PS12A im Kaliber 12,7 x 55 mm mit einem 7 Gramm schweren Unterschall-Leichtgeschoss mit Aluminiumkern und zweilagigem Halbmantel, Bleiinnenseite und Bimetallaußenseite in einer Messinghülse. Das Geschoss dieser Patrone wurde so konzipiert, dass es beim Aufprall auf einen festen Gegenstand zerfällt und schnell an Geschwindigkeit verliert, um die Wahrscheinlichkeit von Querschlägern bei Einsätzen in urbaner Umgebung zu verringern. Dies geht jedoch zu Lasten der Durchschlagskraft. Dadurch verfügt die Patrone dank ihres Kalibers über eine hervorragende Mannstoppwirkung und kann dem Ziel nach dem Aufprall kritische Schäden zufügen.","Специальный патрон 12.7x55мм ПС12А с дозвуковой легкой пулей массой 7 грамм с алюминиевым сердечником и двухслойной полуоболочкой, в латунной гильзе. Пуля в этом патроне была спроектирована так, чтобы сминаться и быстро терять скорость при попадании в твердый объект для снижения вероятности рикошета во время городских операций ценой пониженной пробивной способности. Пуля обладает выдающимся поражающим действием благодаря своему калибру и способности нанесения критических травм после попадания.","Specjalny nabój PS12A kalibru 12,7 x 55 mm z 7-gramowym poddźwiękowym pociskiem lekkim z aluminiowym rdzeniem i dwuwarstwowym półpłaszczem, ołowianym wnętrzem i bimetaliczną powłoką zewnętrzną, w mosiężnej łusce. Pocisk w tym naboju został zaprojektowany tak, aby kruszył się i szybko tracił prędkość po uderzeniu w stały obiekt, aby zmniejszyć prawdopodobieństwo rykoszetów podczas operacji miejskich kosztem możliwości penetracji, w konsekwencji, dzięki czemu ma on wyjątkową siłę rażenia dzięki swojemu kalibrowi i zdolności do zadawania krytycznych negatywnych efektów celowi po uderzeniu.","12,7x55 mm-es PS12A speciális patron 7 grammos szubszonikus könnyű golyóval, alumínium maggal és kétrétegű félköpennyel, ólombelsővel, bimetál külsővel, sárgaréz tokban. A töltényben lévő golyót úgy tervezték, hogy szilárd tárgynak való ütközéskor összeomoljon és gyorsan veszítsen sebességét, hogy városi műveletek során a behatolási képességek árán csökkentse a ricochetek valószínűségét, következésképpen ez kiemelkedő fékezőhatással ruházza fel, köszönhetően a kaliberének és képességének, hogy az ütközés után kritikusan káros hatást gyakoroljon a célpontra.","Una cartuccia speciale 12,7x55 mm PS12A con un proiettile subsonico leggero da 7 grammi con nucleo in alluminio e semicamicia a doppio strato, interno in piombo ed esterno bimetallico, in un bossolo in ottone. Il proiettile di questa cartuccia è stato progettato per sgretolarsi e perdere rapidamente velocità quando colpisce un oggetto solido, al fine di ridurre la probabilità di rimbalzi durante le operazioni urbane a scapito della capacità di penetrazione. Di conseguenza, questo gli conferisce un eccezionale potere d'arresto grazie al suo calibro e alla capacità di infliggere effetti avversi critici al bersaglio dopo l'impatto.","Un cartucho especial PS12A de 12,7 x 55 mm con una bala ligera subsónica de 7 gramos, con núcleo de aluminio y semicubierta de dos capas, interior de plomo y exterior bimetálico, en una vaina de latón. La bala de este cartucho fue diseñada para desintegrarse y perder velocidad rápidamente al impactar contra un objeto sólido, reduciendo así la probabilidad de rebotes durante operaciones urbanas, a costa de la capacidad de penetración. Esto le confiere una excepcional potencia de frenado gracias a su calibre y a su capacidad para infligir efectos adversos críticos al objetivo tras el impacto.","Cartouche spéciale PS12A de 12,7 x 55 mm, munie d'une balle légère subsonique de 7 grammes, dotée d'un noyau en aluminium et d'une semi-enveloppe à deux couches, d'un intérieur en plomb et d'un extérieur bimétallique, le tout dans un étui en laiton. La balle de cette cartouche a été conçue pour s'effriter et perdre rapidement de la vitesse lorsqu'elle touche un objet solide, afin de réduire le risque de ricochets en zone urbaine, au détriment de sa capacité de pénétration. Elle bénéficie ainsi d'une puissance d'arrêt exceptionnelle grâce à son calibre et à sa capacité à infliger des dégâts critiques à la cible après l'impact.",12.7x55毫米PS12A特殊弹药，弹头重量7克，采用亚音速轻型设计，采用铝芯和双层半被甲，内层为铅，外层为双金属，并封装于黄铜弹壳中。该弹药的弹头设计为在击中坚硬物体时会迅速破碎并减速，以降低城市作战中跳弹的概率，但会牺牲穿透力。因此，凭借其口径和撞击后对目标造成致命打击的能力，该弹药拥有出色的制动力。,12.7x55mm PS12A特殊弾薬。7グラムの亜音速軽量弾頭はアルミニウム製の芯と二層構造のセミジャケット（鉛内層、バイメタル外層）で、真鍮製の薬莢に収められています。この弾頭は、市街地での運用において跳弾の可能性を低減するため、固体に命中すると崩壊し、急速に減速するように設計されており、貫通力を犠牲にしています。その結果、その口径と着弾後に標的に致命的な悪影響を及ぼす能力により、抜群のストッピングパワーを発揮します。,"Um cartucho especial PS12A de 12,7x55 mm com uma bala subsônica de 7 gramas com núcleo de alumínio e semi-revestimento de duas camadas, interior de chumbo e exterior bimetálico, em um estojo de latão. A bala deste cartucho foi projetada para se esfarelar e perder velocidade rapidamente ao atingir um objeto sólido, a fim de reduzir a probabilidade de ricochetes durante operações urbanas, em detrimento da capacidade de penetração. Consequentemente, isso lhe confere um excelente poder de parada graças ao seu calibre e à capacidade de infligir efeitos adversos críticos no alvo após o impacto.",12.7x55毫米PS12A特殊弹药，弹头重量7克，采用亚音速轻型设计，采用铝芯和双层半被甲，内层为铅，外层为双金属，并封装于黄铜弹壳中。该弹药的弹头设计为在击中坚硬物体时会迅速破碎并减速，以降低城市作战中跳弹的概率，但会牺牲穿透力。因此，凭借其口径和撞击后对目标造成致命打击的能力，该弹药拥有出色的制动力。,
STR_kr_weapons_ammo_127x55_PS12B,12.7x55mm PS12B,12.7x55mm PS12B,"12,7 x 55 mm PS12B","12,7 x 55 mm PS12B",12.7x55мм ПС12Б,"12,7x55mm PS12B","12,7x55 mm PS12B","12,7x55mm PS12B","12,7 x 55 mm PS12B","12,7 x 55 mm PS12B",12.7x55毫米 PS12B,12.7x55mm PS12B,"12,7x55 mm PS12B",12.7x55毫米 PS12B,
STR_kr_weapons_ammo_127x55_PS12B_dsc,12.7x55 mm PS12B cartridge with a 18 gram lead bullet with an armor-piercing component.,12.7x55 mm PS12B cartridge with a 18 gram lead bullet with an armor-piercing component.,"Náboj PS12B 12,7x55 mm s olověnou střelou o hmotnosti 18 gramů s komponentou prorážející pancíř.","12,7 x 55 mm PS12B-Patrone mit einem 18 Gramm schweren Bleigeschoss mit panzerbrechender Komponente.","Специальный патрон 12.7х55мм ПС12Б с дозвуковой бронебойной пулей массой 18 грамм с термоупрочненным стальным сердечником, с двухслойной полуоболочкой, в латунной гильзе. Патрон был разработан в начале 2010-х годов для обеспечения возможности автомата АШ-12 нейтрализации целей, оснащенных броней базового и среднего уровня защиты, и обеспечения разрушительного травмирующего воздействия на цель после попадания. Однако, из-за своей конструкции, пуля имеет высокую вероятность отскока от различных поверхностей.","Nabój 12,7x55 mm PS12B z 18-gramowym pociskiem ołowianym z elementem przeciwpancernym.","12,7x55 mm-es PS12B patron 18 grammos ólomgolyóval, páncéltörő komponenssel.","Cartuccia PS12B calibro 12,7x55 mm con proiettile in piombo da 18 grammi dotato di componente perforante.","Cartucho PS12B de 12,7x55 mm con una bala de plomo de 18 gramos con un componente perforante.","Cartouche PS12B de 12,7x55 mm avec une balle en plomb de 18 grammes avec un composant perforant.",12.7x55 毫米 PS12B 弹药筒，带有 18 克铅弹头，带有穿甲部件。,徹甲弾付きの18グラム鉛弾を装填した12.7x55 mm PS12Bカートリッジ。,"Cartucho PS12B de 12,7x55 mm com uma bala de chumbo de 18 gramas com um componente perfurante.",12.7x55 毫米 PS12B 弹药筒，带有 18 克铅弹头，带有穿甲部件。,
STR_kr_weapons_ammo_127x55_PS12HP,12.7x55mm PS12HP,12.7x55mm PS12HP,"12,7 x 55 mm PS12HP","12,7 x 55 mm PS12HP",12.7x55мм ПС12HP,"12,7x55mm PS12HP","12,7x55 mm PS12LE","12,7x55mm PS12HP","12,7 x 55 mm PS12HP","12,7 x 55 mm PS12HP",12.7x55毫米 PS12HP,12.7x55mm PS12HP,"12,7x55 mm PS12HP",12.7x55毫米 PS12HP,
STR_kr_weapons_ammo_127x55_PS12HP_dsc,12.7x55 mm PS12HP cartridge with a 18 gram lead bullet with an armor-piercing component.,12.7x55 mm PS12HP cartridge with a 18 gram lead bullet with an armor-piercing component.,"Náboj PS12HP 12,7x55 mm s olověnou střelou o hmotnosti 18 gramů s komponentou prorážející pancíř.","12,7 x 55 mm PS12HP-Patrone mit einem 18 Gramm schweren Bleigeschoss mit panzerbrechender Komponente.",Специальный патрон 12.7х55мм ПС12HP с дозвуковой экспансивной пулей,"Nabój 12,7x55 mm PS12HP z 18-gramowym pociskiem ołowianym z elementem przeciwpancernym.","12,7x55 mm-es PS12HP patron 18 grammos ólomgolyóval, páncéltörő komponenssel.","Cartuccia PS12HP calibro 12,7x55 mm con proiettile in piombo da 18 grammi dotato di componente perforante.","Cartucho PS12HP de 12,7x55 mm con una bala de plomo de 18 gramos con un componente perforante.","Cartouche PS12HP 12,7x55 mm avec une balle en plomb de 18 grammes avec un composant perforant.",12.7x55 毫米 PS12HP 弹药筒，带有 18 克铅弹，带有穿甲部件。,徹甲弾付きの18グラム鉛弾を搭載した12.7x55 mm PS12HPカートリッジ。,"Cartucho PS12HP de 12,7x55 mm com uma bala de chumbo de 18 gramas com um componente perfurante.",12.7x55 毫米 PS12HP 弹药筒，带有 18 克铅弹，带有穿甲部件。,
STR_kr_weapons_ammo_23x75_shrapnel_10,23x75 Shrapnel 10,23x75 Shrapnel 10,23x75 šrapnel 10,23x75 Schrapnell 10,23x75 шрапнель 10,23x75 Odłamki 10,23x75 Shrapnel 10,23x75 Schegge 10,23x75 Metralla 10,23x75 Éclats d'obus 10,23x75 弹片 10,23x75 榴散弾 10,23x75 estilhaços 10,23x75 弹片 10,
STR_kr_weapons_ammo_23x75_shrapnel_10_dsc,A 23x75mmR Shrapnel-10 buckshot round with a rated maximum effective range of 10 meters.,A 23x75mmR Shrapnel-10 buckshot round with a rated maximum effective range of 10 meters.,Náboje 23x75mmR Shrapnel-10 se jmenovitým maximálním účinným dostřelem 10 metrů.,Eine 23x75mmR Shrapnel-10-Schrotpatrone mit einer maximalen effektiven Reichweite von 10 Metern.,Патрон 23x75ммR Шрапнель-25 с картечью с эффективной дистанцией около 10 метров,Nabój śrutowy Shrapnel-10 kal. 23x75mmR o maksymalnym zasięgu skutecznym 10 metrów.,"23x75 mm-es Shrapnel-10 baklövésű lövedék, 10 méteres névleges maximális hatótávolsággal.",Un proiettile a pallettoni Shrapnel-10 calibro 23x75mmR con una gittata massima effettiva stimata di 10 metri.,Una bala de perdigones Shrapnel-10 calibre 23x75 mmR con un alcance efectivo máximo nominal de 10 metros.,Une cartouche de chevrotine Shrapnel-10 23x75mmR avec une portée effective maximale nominale de 10 mètres.,23x75mmR Shrapnel-10 霰弹，额定最大有效射程为 10 米。,定格最大有効射程距離が 10 メートルの 23x75mmR Shrapnel-10 バックショット弾。,Um projétil de chumbo grosso Shrapnel-10 de calibre 23x75mmR com alcance efetivo máximo de 10 metros.,23x75mmR Shrapnel-10 霰弹，额定最大有效射程为 10 米。,
STR_kr_weapons_ammo_23x75_shrapnel_25,23x75 Shrapnel 25,23x75 Shrapnel 25,23x75 šrapnel 25,23x75 Schrapnell 25,23x75 шрапнель 25,23x75 Odłamki 25,23x75 Srapnel 25,23x75 Schegge 25,23x75 Metralla 25,23x75 Éclats d'obus 25,23x75 弹片 25,23x75 榴散弾 25,23x75 Estilhaços 25,23x75 弹片 25,
STR_kr_weapons_ammo_23x75_shrapnel_25_dsc,A 23x75mmR Shrapnel-25 buckshot round with a rated maximum effective range of 25 meters.,A 23x75mmR Shrapnel-25 buckshot round with a rated maximum effective range of 25 meters.,Kulovnice 23x75mmR Shrapnel-25 se jmenovitým maximálním účinným dostřelem 25 metrů.,Eine 23x75mmR Shrapnel-25-Schrotpatrone mit einer maximalen effektiven Reichweite von 25 Metern.,Патрон 23x75ммR Шрапнель-25 с картечью с эффективной дистанцией около 25 метров,Nabój śrutowy Shrapnel-25 kal. 23x75mmR o maksymalnym zasięgu skutecznym 25 metrów.,Egy 23x75 mm-es Shrapnel-25 baklövés lőszer 25 méter névleges maximális hatótávolsággal.,Un proiettile a pallettoni Shrapnel-25 calibro 23x75mmR con una gittata massima effettiva stimata di 25 metri.,Una bala de perdigones Shrapnel-25 calibre 23x75 mmR con un alcance efectivo máximo nominal de 25 metros.,Une cartouche Shrapnel-25 buckshot 23x75mmR avec une portée effective maximale nominale de 25 mètres.,23x75mmR Shrapnel-25 霰弹，额定最大有效射程为 25 米。,定格最大有効射程距離が 25 メートルの 23x75mmR Shrapnel-25 バックショット弾。,Um projétil de chumbo grosso Shrapnel-25 de calibre 23x75mmR com alcance efetivo máximo de 25 metros.,23x75mmR Shrapnel-25 霰弹，额定最大有效射程为 25 米。,
STR_kr_weapons_ammo_23x75_barrikade,23x75 Barrikade,23x75 Barrikade,23x75 Barikáda,23x75 Barrikade,23x75 Баррикада,Barykada 23x75,23x75 Barikád,23x75 Barricata,23x75 Barricada,Barrikade 23x75,23x75 路障,23x75 バリケード,Barricada 23x75,23x75 路障,
STR_kr_weapons_ammo_23x75_barrikade_dsc,A 23x75 mm Barricade cartridge with solid steel projectile able to destroy the engine block of a car at up to 100 meters.,A 23x75 mm Barricade cartridge with solid steel projectile able to destroy the engine block of a car at up to 100 meters.,Náboj Barricade 23x75 mm s pevným ocelovým projektilem schopným zničit blok motoru automobilu až na 100 metrů.,"Eine 23 x 75 mm Barricade-Patrone mit einem massiven Stahlprojektil, das den Motorblock eines Autos auf bis zu 100 Meter zerstören kann.","Патрон 23x75ммR Баррикада с цельностальной остроконечной пулей, способной принудительно останавливать автомобили, повреждая их двигатель. Дальность применения до 100 метров.","Nabój barykadowy kalibru 23x75 mm z solidnym stalowym pociskiem, zdolny zniszczyć blok silnika samochodu z odległości do 100 metrów.","23x75 mm-es Barikád töltény tömör acéllövedékkel, amely akár 100 méteres magasságban is képes megsemmisíteni az autó motorblokkját.",Una cartuccia Barricade calibro 23x75 mm con proiettile in acciaio massiccio in grado di distruggere il blocco motore di un'auto fino a 100 metri.,Un cartucho Barricade de 23x75 mm con proyectil de acero sólido capaz de destruir el bloque motor de un automóvil a una distancia de hasta 100 metros.,Une cartouche Barricade de 23x75 mm avec un projectile en acier solide capable de détruire le bloc moteur d'une voiture jusqu'à 100 mètres.,23x75 毫米路障弹药筒配备实心钢弹丸，能够摧毁 100 米外的汽车发动机缸体。,23x75 mm バリケード弾は、固体鋼鉄弾を発射し、最大 100 メートル離れたところから自動車のエンジン ブロックを破壊できます。,Um cartucho Barricade de 23x75 mm com projétil de aço sólido capaz de destruir o bloco do motor de um carro a até 100 metros.,23x75 毫米路障弹药筒配备实心钢弹丸，能够摧毁 100 米外的汽车发动机缸体。,
STR_kr_weapons_AmmoBox_9x18_ppt,9x18 PPT Ammo Box 50 pts,9x18 PPT Ammo Box 50 pts,Box na munici 9x18 PPT 50 bodů,9x18 PPT Munitionskiste 50 Punkte,Коробка с патронами 9x18 ППТ 50 шт.,Skrzynka z amunicją 9x18 PPT 50 pkt.,9x18 PPT lőszerdoboz 50 pont,Scatola di munizioni 9x18 PPT da 50 punti,"Caja de munición PPT de 9x18, 50 puntos",Boîte de munitions PPT 9x18 50 pts,9x18 PPT 弹药盒 50 点,9x18 PPT弾薬箱 50ポイント,Caixa de munição 9x18 PPT 50 pts,9x18 PPT 弹药盒 50 点,
STR_kr_weapons_AmmoBox_9x18_pso,9x18 PSO Ammo Box 50 pts,9x18 PSO Ammo Box 50 pts,Munice 9x18 PSO 50 bodů,9x18 PSO Munitionskiste 50 Punkte,Коробка с патронами 9x18 ПСО 50 шт.,Skrzynka z amunicją 9x18 PSO 50 pkt.,9x18 PSO Ammo Box 50 pont,Scatola di munizioni 9x18 PSO da 50 punti,Caja de munición PSO 9x18 50 puntos,Boîte de munitions PSO 9x18 50 pts,9x18 PSO 弹药盒 50 点,9x18 PSO弾薬箱 50ポイント,Caixa de munição PSO 9x18 50 pontos,9x18 PSO 弹药盒 50 点,
STR_kr_weapons_AmmoBox_9x18_pst,9x18 PST Ammo Box 50 pts,9x18 PST Ammo Box 50 pts,Nábojnice 9x18 PST 50 bodů,9x18 PST Munitionskiste 50 Punkte,Коробка с патронами 9x18 ПСТ 50 шт.,Skrzynka z amunicją 9x18 PST 50 pkt,9x18 PST lőszerdoboz 50 pont,Scatola di munizioni 9x18 PST da 50 punti,Caja de munición PST 9x18 50 puntos,Boîte de munitions 9x18 PST 50 pts,9x18 PST 弹药盒 50 点,9x18 PST弾薬箱 50ポイント,Caixa de munição 9x18 PST 50 pts,9x18 PST 弹药盒 50 点,
STR_kr_weapons_AmmoBox_9x18_sp7,9x18 SP7 Ammo Box 25 pts,9x18 SP7 Ammo Box 25 pts,Nádobka na náboje 9x18 SP7 25 bodů,9x18 SP7 Munitionskiste 25 Punkte,Коробка с патронами 9x18 СП-7 25 шт.,Skrzynka z amunicją 9x18 SP7 25 pkt,9x18 SP7 lőszerdoboz 25 pont,Scatola di munizioni 9x18 SP7 da 25 punti,Caja de munición 9x18 SP7 de 25 puntos,Boîte de munitions 9x18 SP7 25 pts,9x18 SP7 弹药盒 25 点,9x18 SP7 弾薬箱 25ポイント,Caixa de munição 9x18 SP7 25 pts,9x18 SP7 弹药盒 25 点,
STR_kr_weapons_AmmoBox_9x18_pbm,9x18 PBM Ammo Box 25 pts,9x18 PBM Ammo Box 25 pts,Nábojnice 9x18 PBM 25 bodů,9x18 PBM Munitionskiste 25 Punkte,Коробка с патронами 9x18 ПБМ 25 шт.,Skrzynka z amunicją PBM 9x18 25 pkt,9x18 PBM lőszerdoboz 25 pont,Scatola di munizioni 9x18 PBM da 25 punti,Caja de munición PBM 9x18 de 25 puntos,Boîte de munitions PBM 9x18 25 pts,9x18 PBM 弹药盒 25 点,9x18 PBM弾薬箱 25ポイント,Caixa de munição 9x18 PBM 25 pts,9x18 PBM 弹药盒 25 点,
STR_kr_weapons_AmmoBox_9x18_pmm,9x18 PMM Ammo Box 25 pts,9x18 PMM Ammo Box 25 pts,Munice 9x18 PMM 25 bodů,9x18 PMM Munitionskiste 25 Punkte,Коробка с патронами 9x18 ПММ 25 шт.,Skrzynka z amunicją 9x18 PMM 25 pkt.,9x18 PMM lőszerdoboz 25 pont,Scatola di munizioni 9x18 PMM da 25 punti,Caja de munición PMM 9x18 25 puntos,Boîte de munitions PMM 9x18 25 pts,9x18 PMM 弹药盒 25 点,9x18 PMM弾薬箱 25ポイント,Caixa de munição 9x18 PMM 25 pts,9x18 PMM 弹药盒 25 点,
STR_kr_weapons_AmmoBox_9x19_gt,9x19 Green Tracer Ammo Box 50 pts,9x19 Green Tracer Ammo Box 50 pts,9x19 Green Tracer Ammo Box 50 bodů,9x19 Grüne Leuchtspurmunitionskiste 50 Punkte,Коробка с патронами 9x19 Т гж 50 шт.,9x19 Zielona amunicja smugowa 50 pkt.,9x19 Green Tracer Ammo Box 50 pont,Scatola di munizioni 9x19 Green Tracer da 50 punti,"Caja de munición trazadora verde 9x19, 50 puntos",Boîte de munitions 9x19 Green Tracer 50 pts,9x19 绿色曳光弹盒 50 点,9x19 グリーントレーサー弾薬箱 50ポイント,Caixa de munição traçante verde 9x19 50 pontos,9x19 绿色曳光弹盒 50 点,
STR_kr_weapons_AmmoBox_9x19_pso,9x19 PSO gzh Ammo Box 50 pts,9x19 PSO gzh Ammo Box 50 pts,Nábojník 9x19 PSO gzh 50 bodů,9x19 PSO gzh Munitionskiste 50 Punkte,Коробка с патронами 9x19 ПСО гж 50 шт.,Skrzynka z amunicją 9x19 PSO gzh 50 pkt,9x19 PSO gzh Ammo Box 50 pont,Scatola di munizioni 9x19 PSO gzh da 50 punti,Caja de munición 9x19 PSO gzh 50 pts,Boîte de munitions 9x19 PSO gzh 50 pts,9x19 PSO gzh 弹药盒 50 点,9x19 PSO gzh 弾薬箱 50ポイント,Caixa de munição 9x19 PSO gzh 50 pontos,9x19 PSO gzh 弹药盒 50 点,
STR_kr_weapons_AmmoBox_9x19_7n21,9x19 7n21 Ammo Box 50 pts,9x19 7n21 Ammo Box 50 pts,Nábojník 9x19 7n21 50 bodů,9x19 7n21 Munitionskiste 50 Punkte,Коробка с патронами 9x19 7Н21 50 шт.,Skrzynka z amunicją 9x19 7n21 50 pkt,9x19 7n21 lőszerdoboz 50 pont,Scatola di munizioni 9x19 7n21 da 50 punti,Caja de munición 9x19 7n21 50 pts,Boîte de munitions 9x19 7n21 50 pts,9x19 7n21 弹药盒 50 点,9x19 7n21 弾薬箱 50ポイント,Caixa de munição 9x19 7n21 50 pontos,9x19 7n21 弹药盒 50 点,
STR_kr_weapons_AmmoBox_9x19_quakemaker,9x19 Quackemaker Ammo Box 25 pts,9x19 Quackemaker Ammo Box 25 pts,Box na munici 9x19 Quackemaker 25 bodů,9x19 Quackemaker Munitionskiste 25 Punkte,Коробка с патронами 9x19 Quackemaker 25 шт.,Skrzynka z amunicją 9x19 Quackemaker 25 pkt,"9x19 Quackemaker lőszerdoboz, 25 pont",Scatola di munizioni Quackemaker 9x19 da 25 punti,Caja de munición Quackemaker 9x19 25 puntos,Boîte de munitions Quackemaker 9x19 25 pts,9x19 Quackemaker 弹药盒 25 点,9x19 クワックメーカー弾薬箱 25ポイント,Caixa de munição Quackemaker 9x19 25 pontos,9x19 Quackemaker 弹药盒 25 点,
STR_kr_weapons_AmmoBox_9x19_RIP,9x19 RIP Ammo Box 25 pts,9x19 RIP Ammo Box 25 pts,9x19 RIP nábojnice 25 bodů,9x19 RIP Munitionskiste 25 Punkte,Коробка с патронами 9x19 RIP 25 шт.,Skrzynka z amunicją 9x19 RIP 25 pkt.,9x19 RIP lőszerdoboz 25 pont,Scatola di munizioni RIP 9x19 da 25 punti,Caja de munición RIP 9x19 de 25 puntos,Boîte de munitions 9x19 RIP 25 pts,9x19 RIP 弹药盒 25 点,9x19 RIP弾薬箱 25ポイント,Caixa de munição 9x19 RIP 25 pts,9x19 RIP 弹药盒 25 点,
STR_kr_weapons_AmmoBox_9x19_AP_63,9x19 AP 6.3 Ammo Box 25 pts,9x19 AP 6.3 Ammo Box 25 pts,"Nábojnice 9x19 AP 6,3 25 bodů",9x19 AP 6.3 Munitionskiste 25 Punkte,Коробка с патронами 9x19 AP 6.3 25 шт.,Skrzynka z amunicją 9x19 AP 6.3 25 pkt,9x19 AP 6.3 lőszerdoboz 25 pont,Scatola di munizioni 9x19 AP 6.3 da 25 punti,Caja de munición 9x19 AP 6.3 25 pts,Boîte de munitions 9x19 AP 6.3 25 pts,9x19 AP 6.3 弹药盒 25 点,9x19 AP 6.3 弾薬箱 25ポイント,Caixa de munição 9x19 AP 6.3 25 pts,9x19 AP 6.3 弹药盒 25 点,
STR_kr_weapons_AmmoBox_9x19_7n31,9x19 PBP gzh Ammo Box 25 pts,9x19 PBP gzh Ammo Box 25 pts,Nábojník 9x19 PBP gzh 25 bodů,9x19 PBP gzh Munitionskiste 25 Punkte,Коробка с патронами 9x19 ПБП гж 25 шт.,9x19 PBP gzh Skrzynka z amunicją 25 pkt,9x19 PBP gzh lőszerdoboz 25 pont,Scatola di munizioni 9x19 PBP gzh da 25 punti,Caja de munición 9x19 PBP gzh 25 pts,Boîte de munitions 9x19 PBP gzh 25 pts,9x19 PBP gzh 弹药盒 25 点,9x19 PBP gzh 弾薬箱 25ポイント,Caixa de munição 9x19 PBP gzh 25 pts,9x19 PBP gzh 弹药盒 25 点,
