Language,original,english,czech,german,russian,polish,hungarian,italian,spanish,french,chinese,japanese,portuguese,chinesesimp
STR_weapons_shotguns_spas12,Franchi SPAS-12,Franchi SPAS-12,Franchi Spas-12,Franchi SPAS-12,Franchi SPAS-12,Franchi Spas-12,Franchi Spas-12,Franchi Spas-12,Franchi spas-12,Franchi Spas-12,Franchi Spas-12,Franchi Spas-12,Franchi Spas-12,Franchi Spas-12
STR_weapons_shotguns_spas12_dsc,Franchi SPAS-12 (Special Purpose Automatic Shotgun) is an Italian shotgun developed in the late 1970s.,Franchi SPAS-12 (Special Purpose Automatic Shotgun) is an Italian shotgun developed in the late 1970s.,FRANCHI SPAS-12 (Special Purpose Automatic Shotgun) je italská brokovnice vyvinutá na konci 70. let.,"Franchi SPAS-12 (Special Purpose Automatic Shotgun) ist eine italienische Schrotflinte, die Ende der 1970er Jahre entwickelt wurde.","Franchi SPAS-12 (Special Purpose Automatic Shotgun — автоматическое ружьё специального назначения) — итальянское ружьё, разработанное в конце 1970-х годов.",Franchi Spas-12 (automatyczna strzelba specjalnego przeznaczenia) to włoska strzelba opracowana pod koniec lat siedemdziesiątych.,"A Franchi SPAS-12 (speciális célú automatikus lövöldözős) egy olasz puska, amelyet az 1970-es évek végén fejlesztettek ki.",Franchi Spas-12 (Scopo Special Autgun) è un fucile italiano sviluppato alla fine degli anni '70.,Franchi Spas-12 (escopeta automática de propósito especial) es una escopeta italiana desarrollada a fines de la década de 1970.,Franchi Spas-12 (fusil de chasse automatique à usage spécial) est un fusil de chasse italien développé à la fin des années 1970.,Franchi Spas-12（特殊用途自动shot弹枪）是1970年代后期开发的意大利shot弹枪。,Franchi Spas-12（Special目的自動ショットガン）は、1970年代後半に開発されたイタリアのショットガンです。,Franchi SPAs-12 (espingarda automática de fins especiais) é uma espingarda italiana desenvolvida no final da década de 1970.,Franchi Spas-12（特殊用途自动shot弹枪）是1970年代后期开发的意大利shot弹枪。
STR_weapons_smg_mp5,HK MP5,HK MP5,HK MP5,HK MP5,HK MP5,HK MP5,HK MP5,HK MP5,HK MP5,HK MP5,HK MP5,HK MP5,HK MP5,HK MP5
STR_weapons_smg_mp5_dsc,"HK MP5 9x19 submachinegun with Navy 3 Round Burst firing mechanism version, which features three-round cutoff. Widely acclaimed model of a submachinegun, primarily known as weapon of GSG9 and similar forces of the world, and famous through frequent appearance in movies and video games.","HK MP5 9x19 submachinegun with Navy 3 Round Burst firing mechanism version, which features three-round cutoff. Widely acclaimed model of a submachinegun, primarily known as weapon of GSG9 and similar forces of the world, and famous through frequent appearance in movies and video games.","HK MP5 9x19 SUBRACHINEGUN s verzí mechanismu střelby z námořnictva 3 kulatý, který obsahuje tříkolovou mezní hodnotu. Široce uznávaný model samostatně, primárně známý jako zbraň GSG9 a podobné síly světa, a slavný častým vzhledem ve filmech a videohrách.","HK MP5 9x19 SubMachinegun mit Navy 3 Round Burst-Brandmechanismus-Version mit drei Runden. Breit gefeiertes Modell einer SubMachinegun, hauptsächlich als Waffe von GSG9 und ähnliche Kräfte der Welt bekannt und durch häufige Erscheinen in Filmen und Videospielen berühmt.","Пистолет-пулемет HK MP5 в версии УСМ Navy 3 Round Burst с отсечкой по 3 патрона. Широко известный образец пистолета пулемета, в первую очередь известен как оружие GSG9 и подобных силовых структур мира, а также как частый гость в кинематографе и видеоиграх.","HK MP5 9x19 Smbachinegun z wersją mechanizmu strzelania navy 3, która zawiera trzykroundową granicę. Powszechnie uznany model broni broni gsg9 i podobnych sił świata, znany przede wszystkim jako broń GSG9 i podobnych sił, i znany dzięki częstych pojawienia się w filmach i grach wideo.","HK MP5 9x19 gépjalegun Navy 3 kerek sorozatú tüzelési mechanizmus verziójával, amely három fordulóban szerepel. A gépjármű -fegyver széles körben elismert modellje, elsősorban a GSG9 fegyverének és a világ hasonló erőinek, és híres a filmekben és a videojátékokban gyakori megjelenés révén.","Submachinegun HK MP5 9x19 con versione di meccanismo di cottura a scoppio rotondo da 3, che presenta un taglio a tre round. Modello ampiamente acclamato di un sottomarino, noto principalmente come arma di GSG9 e forze simili del mondo, e famoso attraverso un aspetto frequente in film e videogiochi.","HK MP5 9x19 Submachingun con la versión Mecanismo de disparo de ráfaga de 3 redondeo Navy 3, que presenta un corte de tres rondas. Modelo ampliamente aclamado de una submachingun, conocida principalmente como arma de GSG9 y fuerzas similares del mundo, y famosa a través de una aparición frecuente en películas y videojuegos.","HK MP5 9x19 Subchachinegun avec version de la marine de tir de l'éclatement de la Marine à 3 ans, qui présente un coupure à trois tours. Modèle largement acclamé d'un sous-sport, principalement connu sous le nom d'arme de GSG9 et de forces similaires du monde, et célèbre grâce à une apparition fréquente dans les films et les jeux vidéo.",HK MP5 9x19弹药枪配备海军3弹性燃烧机构版本，具有三轮截止。广受赞誉的AncachineGun模型，主要被称为GSG9的武器和世界类似力量，并通过电影和视频游戏中的频繁出现而闻名。,HK MP5 9x19 Submachinegun with Navy 3ラウンドバースト発火メカニズムバージョン。これには、3ラウンドのカットオフが特徴です。主にGSG9の武器として知られているサブマシンガンの広く評価されているモデルと世界の同様の力、そして映画やビデオゲームに頻繁に登場することで有名です。,"HK MP5 9X19 Submachinegun com a versão do mecanismo de disparo de função de função da Marinha 3 Round, que apresenta corte de três rodadas. Modelo amplamente aclamado de uma submacinegun, conhecida principalmente como arma de GSG9 e forças semelhantes do mundo, e famosa por meio de aparência frequente em filmes e videogames.",HK MP5 9x19弹药枪配备海军3弹性燃烧机构版本，具有三轮截止。广受赞誉的AncachineGun模型，主要被称为GSG9的武器和世界类似力量，并通过电影和视频游戏中的频繁出现而闻名。
STR_weapons_smg_mp5k,HK MP5K,HK MP5K,HK MP5K,HK MP5K,HK MP5K,HK MP5K,HK MP5K,HK MP5K,HK MP5K,HK MP5K,HK MP5K,HK MP5K,HK MP5K,HK MP5K
STR_weapons_smg_mp5k_dsc,"MP5K is a compact variant of the MP5 submachine gun, developed by the German company Heckler & Koch in 1976. The main difference from the base model is the shortened barrel length of 110 mm, as well as a folding foregrip for ease of carrying and use in confined spaces.","MP5K is a compact variant of the MP5 submachine gun, developed by the German company Heckler & Koch in 1976. The main difference from the base model is the shortened barrel length of 110 mm, as well as a folding foregrip for ease of carrying and use in confined spaces.","MP5K je kompaktní varianta samopal MP5, vyvinutá německou společností Heckler & Koch v roce 1976. Hlavním rozdílem od základního modelu je zkrácená délka hlavně 110 mm, stejně jako skládací předpisy pro snadné přenášení a použití v uzavřených prostorech.","MP5K ist eine kompakte Variante der MP5 -SubMachine -Waffe, die 1976 von der deutschen Firma Heckler & Koch entwickelt wurde in begrenzten Räumen.","MP5K компактная модификация пистолета-пулемёта MP5, разработанная немецкой компанией Heckler & Koch в 1976 году. Основным отличием от базовой модели является укороченный ствол длиной 110 мм, а также складная рукоятка под цевь для удобства переноски и использования в условиях ограниченного пространства.","MP5K to kompaktowy wariant pistoletu maszynowego MP5, opracowany przez niemiecką firmę Heckler & Koch w 1976 roku. Główną różnicą od modelu podstawowego jest skrócona długość lufy 110 mm, a także składany pierwszy plan dla łatwości przenoszenia i użytkowania w ograniczonych przestrzeniach.","Az MP5K az MP5 géppisztoly kompakt változata, amelyet a Heckler & Koch német cég fejlesztett ki 1976 -ban. A fő különbség az alapmodelltől a rövidített hordóhossz, a 110 mm, valamint egy hajtogatási előzetes a hordozás és a használat megkönnyítése érdekében. zárt terekben.","MP5K è una variante compatta della pistola sottomarina MP5, sviluppata dalla società tedesca Heckler & Koch nel 1976. La differenza principale dal modello di base è la lunghezza della canna abbreviata di 110 mm, nonché un annebbia pieghevole per facilità di trasporto e uso in spazi confinati.","MP5K es una variante compacta de la pistola MP5 Submachine, desarrollada por la compañía alemana Heckler & Koch en 1976. La principal diferencia del modelo base es la longitud acortada del cañón de 110 mm, así como una emprendamiento plegable para facilitar el transporte y el uso en espacios confinados.","MP5K est une variante compacte du mitraillette MP5, développée par la société allemande Heckler & Koch en 1976. La principale différence par rapport au modèle de base est la longueur de canon raccourcie de 110 mm, ainsi qu'un premier plan pliant pour la facilité de transport et d'utilisation Dans les espaces confinés.",MP5K是由德国公司Heckler＆Koch于1976年开发的MP5冲锋枪的紧凑型变体。基本模型的主要区别是缩短的枪管长度为110毫米在狭窄的空间中。,MP5Kは、1976年にドイツの会社Heckler＆Kochによって開発されたMP5サブマシンガンのコンパクトなバリアントです。基本モデルとの主な違いは、110 mmの短縮バレル長であり、折りたたみ式の前外lipを運び、使用しやすいです限られたスペースで。,"O MP5K é uma variante compacta da metralhadora MP5, desenvolvida pela empresa alemã Heckler & Koch em 1976. A principal diferença do modelo base é o comprimento do barril reduzido de 110 mm, bem como uma antena dobrável para facilitar o transporte e o uso em espaços confinados.",MP5K是由德国公司Heckler＆Koch于1976年开发的MP5冲锋枪的紧凑型变体。基本模型的主要区别是缩短的枪管长度为110毫米在狭窄的空间中。
STR_weapons_smg_mp5sd,HK MP5SD,HK MP5SD,HK MP5SD,HK MP5SD,HK MP5 SD,HK MP5SD,HK MP5SD,HK MP5SD,HK MP5SD,HK MP5SD,HK MP5SD,HK MP5SD,HK MP5SD,HK MP5SD
STR_weapons_smg_mp5sd_dsc,"MP5 SD is a silenced variant of the MP5 submachine gun, developed by the German company Heckler & Koch in 1974. The main difference from the base model is the integrated suppressor, which reduces the sound of the shot to a level that is almost indistinguishable at a distance of more than 30 meters. The MP5 SD also uses a perforated barrel, which helps to disperse the powder gases and further reduces the sound.","MP5 SD is a silenced variant of the MP5 submachine gun, developed by the German company Heckler & Koch in 1974. The main difference from the base model is the integrated suppressor, which reduces the sound of the shot to a level that is almost indistinguishable at a distance of more than 30 meters. The MP5 SD also uses a perforated barrel, which helps to disperse the powder gases and further reduces the sound.","MP5 SD je umlčená varianta samopal MP5, vyvinutá německou společností Heckler & Koch v roce 1974. Hlavním rozdílem od základního modelu je integrovaný potlačovací, který snižuje zvuk výstřelu na úroveň, která je téměř nerozeznatelná na vzdálenost více než 30 metrů. MP5 SD také používá perforovanou hlaveň, která pomáhá rozptýlit práškové plyny a dále snižuje zvuk.","MP5 SD ist eine zum Schweigen genommene Variante der MP5 -SubMachine -Waffe eine Entfernung von mehr als 30 Metern. Der MP5 SD verwendet auch ein perforiertes Lauf, das dazu beiträgt, die Pulvergase zu zerstreuen und den Schall weiter zu reduzieren.","Бесшумный вариант пистолета-пулемёта MP5, разработанный немецкой компанией Heckler & Koch в 1974 году. Основным отличием от базовой модели является интегрированный глушитель, который снижает звук выстрела до уровня, практически неразличимого на расстоянии более 30 метров. Также в MP5 SD используется перфорированный ствол, который способствует рассеиванию пороховых газов и дополнительно снижает звук.","MP5 SD jest wyciszonym wariantem pistoletu podmiminowego MP5, opracowanego przez niemiecką firmę Heckler & Koch w 1974 roku. Główną różnicą od modelu podstawowego jest zintegrowany supresor, który zmniejsza dźwięk strzału do poziomu, który jest prawie nie do rozświetlenia AT odległość ponad 30 metrów. MP5 SD wykorzystuje również perforowaną lufę, która pomaga rozproszyć gazy proszkowe i dalej zmniejsza dźwięk.","Az MP5 SD az MP5 géppisztoly elnémított változata, amelyet a Heckler & Koch német cég 1974 -ben fejlesztett ki. A fő különbség az alapmodelltől az integrált szuppresszor, amely a lövés hangját olyan szintre csökkenti, amely szinte megkülönböztethetetlen. Több mint 30 méter távolság. Az MP5 SD perforált hordót is használ, amely elősegíti a porgázok eloszlását és tovább csökkenti a hangot.","MP5 SD è una variante silenziata della pistola sottomarina MP5, sviluppata dalla società tedesca Heckler & Koch nel 1974. La differenza principale dal modello di base è il soppressore integrato, che riduce il suono dello scatto che è quasi indistinguibile a una distanza di oltre 30 metri. MP5 SD utilizza anche una canna perforata, che aiuta a disperdere i gas in polvere e riduce ulteriormente il suono.","MP5 SD es una variante silenciada de MP5 Submachine Gun, desarrollada por la compañía alemana Heckler & Koch en 1974. La principal diferencia del modelo base es el supresor integrado, que reduce el sonido de la toma a un nivel que es casi indistinguible en una distancia de más de 30 metros. El MP5 SD también utiliza un barril perforado, que ayuda a dispersar los gases en polvo y reduce aún más el sonido.","MP5 SD est une variante au silence du mitraillette MP5, développée par la société allemande Heckler & Koch en 1974. La principale différence par rapport au modèle de base est le suppresseur intégré, qui réduit le son du tir à un niveau qui est presque indiscernable à une distance de plus de 30 mètres. Le MP5 SD utilise également un baril perforé, qui aide à disperser les gaz en poudre et réduit encore le son.",MP5 SD是由德国公司Heckler＆Koch于1974年开发的MP5冲锋枪的沉默变体。与基本模型的主要区别是集成抑制器，它将镜头的声音降低到几乎无法区分的水平。超过30米的距离。 MP5 SD还使用穿孔的枪管，有助于分散粉末气体并进一步降低声音。,MP5 SDは、1974年にドイツの企業Heckler＆Kochによって開発されたMP5サブマシンガンの沈黙のバリアントです。ベースモデルとの主な違いは統合されたサプレッサーであり、ショットの音をAレベルに区切って区切ることができないレベルに減少します。 30メートル以上の距離。 MP5 SDは穿孔バレルも使用します。これは、粉末ガスの分散に役立ち、音をさらに減らします。,"O MP5 SD é uma variante silenciada da metralhadora MP5, desenvolvida pela empresa alemã Heckler & Koch em 1974. A principal diferença do modelo base é o supressor integrado, que reduz o som do tiro para um nível que é quase indistinguível em uma distância de mais de 30 metros. O MP5 SD também usa um barril perfurado, o que ajuda a dispersar os gases de pó e reduz ainda mais o som.",MP5 SD是由德国公司Heckler＆Koch于1974年开发的MP5冲锋枪的沉默变体。与基本模型的主要区别是集成抑制器，它将镜头的声音降低到几乎无法区分的水平。超过30米的距离。 MP5 SD还使用穿孔的枪管，有助于分散粉末气体并进一步降低声音。
STR_weapons_firearms_g28,HK G28,HK G28,HK G28,HK G28,HK G28,HK G28,HK G28,HK G28,HK G28,HK G28,HK G28,HK G28,HK G28,HK G28
STR_weapons_firearms_g28_dsc,"The HK G28 rifle was developed by Heckler & Koch specifically for the Bundeswehr as a support weapon for small infantry units. The G28 is based on the HK MR308, which, in turn, is a civilian version of the HK 417 automatic rifle. Despite several differences, the HK G28 is 75% interchangeable with the HK 417. This rifle is designed to shoot at distances inaccessible to standard 5.56mm assault rifles.","The HK G28 rifle was developed by Heckler & Koch specifically for the Bundeswehr as a support weapon for small infantry units. The G28 is based on the HK MR308, which, in turn, is a civilian version of the HK 417 automatic rifle. Despite several differences, the HK G28 is 75% interchangeable with the HK 417. This rifle is designed to shoot at distances inaccessible to standard 5.56mm assault rifles.","Puška HK G28 byla vyvinuta společností Heckler & Koch speciálně pro Bundeswehr jako podpůrnou zbraň pro malé pěchotní jednotky. G28 je založen na HK MR308, což je zase civilní verze automatické pušky HK 417. Přes několik rozdílů je HK G28 zaměnitelný s HK 417.","Das HK G28 -Gewehr wurde von Heckler & Koch speziell für die Bundeswehr als Unterstützungswaffe für kleine Infanterieeinheiten entwickelt. Der G28 basiert auf dem HK MR308, das wiederum eine zivile Version des automatischen Gewehrs HK 417 ist. Trotz mehrerer Unterschiede ist der HK G28 mit dem HK 417 zu 75% austauschbar. Dieses Gewehr ist so konzipiert, dass sie auf Entfernungen schießen, die für Standard -Sturmgewehre nicht zugänglich sind.","Винтовка HK G28 была разработана компанией Heckler & Koch специально по заказу Бундесвера, в качестве оружия поддержки малых пехотных подразделений. G28 создана на основе спортивно-охотничьей самозарядной винтовки HK MR308, которая, в свою очередь, представляет собой гражданский вариант автоматической винтовки HK 417. Несмотря на ряд отличий, HK G28 по своему устройству на 75% частей взаимозаменяема с HK 417. Эта винтовка дает возможность пехоте вести эффективную стрельбу на недоступные для штатных штурмовых винтовок калибра 5.56мм дистанции. ","Karabin HK G28 został opracowany przez Heckler & Koch specjalnie dla Bundeswehr jako broni wsparcia dla małych jednostek piechoty. G28 opiera się na HK MR308, który z kolei jest cywilną wersją karabinu automatycznego HK 417. Pomimo kilku różnic, HK G28 jest 75% wymienny z HK 417. Karabin jest zaprojektowany do strzelania w odległościach niedostępnych do standardowych karabinów szturmowych 5,56 mm.","A HK G28 puskát a Heckler & Koch fejlesztette ki, kifejezetten a Bundeswehr számára a kis gyalogos egységek támogató fegyvereként. A G28 a HK MR308 -on alapul, amely viszont a HK 417 automatikus puska polgári változata. Számos különbség ellenére a HK G28 75% -os felcserélhető a HK 417 -rel. Ezt a puskát úgy tervezték, hogy a szokásos 5,56 mm -es támadó puskákhoz hozzáférhetetlen távolságokon lőjön.","Il fucile HK G28 è stato sviluppato da Heckler & Koch appositamente per il Bundeswehr come arma di supporto per le piccole unità di fanteria. Il G28 si basa sull'HK MR308, che, a sua volta, è una versione civile del fucile automatico HK 417. Nonostante diverse differenze, l'HK G28 è intercambiabile al 75% con l'HK 417. Questo fucile è progettato per sparare a distanze inaccessibili ai fucili d'assalto standard da 5,56 mm.","El rifle HK G28 fue desarrollado por Heckler & Koch específicamente para el Bundeswehr como arma de apoyo para pequeñas unidades de infantería. El G28 se basa en el HK MR308, que, a su vez, es una versión civil del rifle automático HK 417. A pesar de varias diferencias, el HK G28 es intercambiable al 75% con el HK 417. Este rifle está diseñado para disparar a distancias inaccesibles a los rifles estándar de asalto de 5.56 mm.","Le fusil HK G28 a été développé par Heckler & Koch spécifiquement pour le Bundeswehr en tant qu'arme de soutien pour les petites unités d'infanterie. Le G28 est basé sur le HK MR308, qui, à son tour, est une version civile du fusil automatique HK 417. Malgré plusieurs différences, le HK G28 est à 75% interchangeable avec le HK 417. Ce fusil est conçu pour tirer à des distances inaccessibles aux fusils d'assaut standard de 5,56 mm.",HK G28步枪是由Heckler＆Koch开发的，专门针对德国人，是小步兵部队的支撑武器。 G28基于HK MR308，这又是HK 417自动步枪的平民版本。尽管有几个差异，但HK G28与HK 417互换75％。该步枪旨在以无法访问标准的5.56mm突击步枪以无法访问的距离射击。,HK G28ライフルは、Heckler＆Kochによって、Bundeswehr専用に、小さな歩兵ユニットの支援武器として開発されました。 G28はHK MR308に基づいており、HK 417自動ライフルの民間版です。いくつかの違いにもかかわらず、HK G28はHK 417と75％交換可能です。このライフルは、標準の5.56mmアサルトライフルにアクセスできない距離で撮影するように設計されています。,"O rifle HK G28 foi desenvolvido pela Heckler & Koch especificamente para o Bundeswehr como uma arma de suporte para pequenas unidades de infantaria. O G28 é baseado no HK MR308, que, por sua vez, é uma versão civil do rifle automático HK 417. Apesar de várias diferenças, o HK G28 é 75% intercambiável com o HK 417. Este rifle foi projetado para disparar a distâncias inacessíveis aos rifles de assalto padrão de 5,56 mm.",HK G28步枪是由Heckler＆Koch开发的，专门针对德国人，是小步兵部队的支撑武器。 G28基于HK MR308，这又是HK 417自动步枪的平民版本。尽管有几个差异，但HK G28与HK 417互换75％。该步枪旨在以无法访问标准的5.56mm突击步枪以无法访问的距离射击。
STR_weapons_firearms_hk417,HK417,HK417,HK417,HK417,HK417,HK417,HK417,HK417,HK417,HK417,HK417,HK417,HK417,HK417
STR_weapons_firearms_hk417_dsc,"The HK417 is a 7.62mm semi-automatic rifle based on the HK416. The NK417 series rifles went into mass production in 2007 or 2008, and are offered for arming army and police forces.","The HK417 is a 7.62mm semi-automatic rifle based on the HK416. The NK417 series rifles went into mass production in 2007 or 2008, and are offered for arming army and police forces.","HK417 je poloautomatická puška 7,62 mm založená na HK416. Rifles série NK417 se dostali do hromadné výroby v roce 2007 nebo 2008 a jsou nabízeny pro armádu a policejní síly.","Der HK417 ist ein semi-automatisches Gewehr von 7,62 mm, das auf dem HK416 basiert. Die Gewehre der NK417 -Serie gingen 2007 oder 2008 in die Massenproduktion und werden für die Bewaffnung von Armee und Polizeikräften angeboten.","HK417 — полуавтоматическая винтовка калибра 7,62 мм, созданная на основе HK416. Винтовки серии НК417 пошли в серийное производство в 2007 или 2008 году, и предлагаются для вооружения армейских и полицейских сил. ","HK417 to półautomatyczny karabin 7,62 mm oparty na HK416. Karabiny serii NK417 przeszły do ​​masowej produkcji w 2007 lub 2008 r. I są oferowane dla armii uzbrojenia i sił policyjnych.","A HK417 egy 7,62 mm-es félautomata puska, a HK416 alapján. Az NK417 sorozatú puskák 2007 -ben vagy 2008 -ban a tömegtermelésbe kerültek, és felajánlják a hadsereg és a rendõri erõk fegyverzésére.","L'HK417 è un fucile semi-automatico da 7,62 mm basato sull'HK416. I fucili della serie NK417 sono andati in produzione di massa nel 2007 o nel 2008 e sono offerti per armare le forze dell'esercito e della polizia.","El HK417 es un rifle semiautomático de 7.62 mm basado en el HK416. Los rifles de la serie NK417 entraron en producción en masa en 2007 o 2008, y se ofrecen para armarse al ejército y a las fuerzas policiales.","Le HK417 est un fusil semi-automatique de 7,62 mm basé sur le HK416. Les fusils de la série NK417 sont entrés dans la production de masse en 2007 ou 2008 et sont proposés pour armer l'armée et les forces de police.",HK417是基于HK416的7.62mm半自动步枪。 NK417系列步枪于2007年或2008年进行大规模生产，并为武装部队和警察部队提供。,HK417は、HK416に基づく7.62mm半自動ライフルです。 NK417シリーズライフルは、2007年または2008年に大量生産を開始し、軍隊と警察に武装するために提供されています。,"O HK417 é um rifle semi-automático de 7,62 mm com base no HK416. Os rifles da série NK417 entraram em produção em massa em 2007 ou 2008 e são oferecidos para armar as forças policiais e do exército.",HK417是基于HK416的7.62mm半自动步枪。 NK417系列步枪于2007年或2008年进行大规模生产，并为武装部队和警察部队提供。
STR_weapons_firearms_9a91,9A-91,9A-91,9A-91,9a-91,9A-91,9a-91,9A-91,9a-91,9a-91,9A-91,9a-91,9A-91,9A-91,9a-91
STR_weapons_firearms_9a91_dsc,9A-91 is a small-sized assault rifle designed at the Tula Instrument Design Bureau in 1992 as a more technologically advanced analogue (and competitor) of the SR-3 Vikhr assault rifle.,9A-91 is a small-sized assault rifle designed at the Tula Instrument Design Bureau in 1992 as a more technologically advanced analogue (and competitor) of the SR-3 Vikhr assault rifle.,9A-91 je malá útočná puška navržená v úřadu pro návrh nástroje Tula v roce 1992 jako technologicky pokročilejší analog (a konkurence) útočné pušky SR-3 Vikhr.,"9A-91 ist ein kleines Sturmgewehr, das 1992 im Tula Instrument Design Bureau als technologisch fortschrittlicheres Analogon (und Wettbewerber) des SR-3 VikHR-Sturmgewehrs entwickelt wurde.","9A-91 — малогабаритный автомат, сконструированный в Тульском конструкторском бюро приборостроения в 1992 году в качестве более технологичного аналога (и конкурента) автомата СР-3 «Вихрь».",9A-91 to mały karabin szturmowy zaprojektowany w Biurze projektowania instrumentów Tula w 1992 r. Jako bardziej zaawansowany technologicznie analog (i konkurent) karabinu sztucznego SR-3 Vikhr.,"A 9A-91 egy kis méretű támadó puska, amelyet 1992-ben a Tula Instrument Design Bureau-ban terveztek, mint az SR-3 Vikhr támadó puska technológiailag fejlett analógját (és versenytársa).",9A-91 è un fucile d'assalto di piccole dimensioni progettato presso l'Ufficio di progettazione dello strumento Tula nel 1992 come analogo (e concorrente) più tecnologicamente avanzato del fucile d'assalto VIKHR SR-3.,9A-91 es un rifle de asalto de tamaño pequeño diseñado en la Oficina de Diseño de Instrumentos de Tula en 1992 como un análogo (y competidor) más avanzado tecnológicamente del rifle de asalto SR-3 Vikhr.,Le 9A-91 est un fusil d'assaut de petite taille conçu au Bureau de la conception des instruments Tula en 1992 en tant qu'analogue (et concurrent) plus avancé technologiquement du fusil d'assaut SR-3 VIKHR.,9A-91是1992年在Tula仪器设计局设计的小型突击步枪，是SR-3 Vikhr突击步枪的技术先进的类似物（和竞争对手）。,9A-91は、1992年にTula Instrument Design Bureauで、SR-3 Vikhr Assault Rifleのより技術的に高度なアナログ（および競合他社）として設計された小型のアサルトライフルです。,O 9A-91 é um rifle de assalto de pequeno porte projetado no Tula Instrument Design Bureau em 1992 como um análogo (e concorrente) tecnologicamente mais avançado do rifle de assalto SR-3 Vikhr.,9A-91是1992年在Tula仪器设计局设计的小型突击步枪，是SR-3 Vikhr突击步枪的技术先进的类似物（和竞争对手）。
STR_weapons_firearms_mk17_508,Mk.17 7.62x51 (508mm),Mk.17 7.62x51 (508mm),"Mk.17 7,62x51 (508 mm)",Mk.17 7.62x51 (508 mm),Mk.17 7.62x51 (508мм),MK.17 7.62x51 (508 mm),"MK.17 7,62x51 (508 mm)",Mk.17 7.62x51 (508mm),Mk.17 7.62x51 (508 mm),MK.17 7.62x51 (508 mm),MK.17 7.62x51（508mm）,mk.17 7.62x51（508mm）,Mk.17 7.62x51 (508mm),MK.17 7.62x51（508mm）
STR_weapons_firearms_mk17_406,Mk.17 7.62x51 (406mm),Mk.17 7.62x51 (406mm),"Mk.17 7,62x51 (406 mm)",Mk.17 7.62x51 (406 mm),Mk.17 7.62x51 (406мм),MK.17 7.62x51 (406 mm),"Mk.17 7,62x51 (406 mm)",Mk.17 7.62x51 (406mm),Mk.17 7.62x51 (406 mm),MK.17 7.62x51 (406 mm),MK.17 7.62x51（406mm）,mk.17 7.62x51（406mm）,Mk.17 7.62x51 (406mm),MK.17 7.62x51（406mm）
STR_weapons_firearms_mk17,Mk.17 7.62x51 (330mm),Mk.17 7.62x51 (330mm),"Mk.17 7,62x51 (330 mm)",Mk.17 7.62x51 (330 mm),Mk.17 7.62x51 (330мм),MK.17 7.62x51 (330 mm),"MK.17 7,62x51 (330 mm)",Mk.17 7.62x51 (330mm),Mk.17 7.62x51 (330 mm),MK.17 7.62x51 (330 mm),MK.17 7.62x51（330mm）,mk.17 7.62x51（330mm）,Mk.17 7.62x51 (330mm),MK.17 7.62x51（330mm）
